"","address","spread1_vacant","spread2_vacant","spread3_vacant","spread4_vacant","spread5_vacant","spread1_permit","spread2_permit","spread3_permit","spread4_permit","spread5_permit","spread1_transfer","spread2_transfer","spread3_transfer","spread4_transfer","spread5_transfer","neighborhood","lat","lon","geometry"
"904","11884 BASILE RD",0.02,0.04,0.06,0.09,0.14,0.24,0.32,0.42,0.52,0.62,0.24,0.32,0.42,0.52,0.62,"Parkwood Manor","-74.9828830792404","40.0931231897304",c(-74.9828830792404, 40.0931231897304)
"905","11705 LANETT RD",0.02,0.03,0.05,0.07,0.11,0.24,0.32,0.42,0.52,0.62,0.24,0.32,0.42,0.52,0.62,"Parkwood Manor","-74.9853302456132","40.0927415512379",c(-74.9853302456132, 40.0927415512379)
"906","12445 BARBARY RD",0.03,0.04,0.07,0.1,0.16,0.19,0.26,0.35,0.45,0.55,0.19,0.26,0.35,0.45,0.55,"Parkwood Manor","-74.9779852260535","40.101780932177",c(-74.9779852260535, 40.101780932177)
"907","3206 BELGREEN RD",0.02,0.03,0.04,0.06,0.1,0.24,0.33,0.42,0.53,0.63,0.24,0.33,0.42,0.53,0.63,"Parkwood Manor","-74.9743598121266","40.1004666790279",c(-74.9743598121266, 40.1004666790279)
"908","11876 BASILE RD",0.03,0.04,0.06,0.09,0.14,0.18,0.24,0.33,0.43,0.53,0.18,0.24,0.33,0.43,0.53,"Parkwood Manor","-74.9826194841988","40.0932098214808",c(-74.9826194841988, 40.0932098214808)
"909","12530 CHILTON RD",0.02,0.03,0.04,0.06,0.1,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9752918339126","40.1032405308469",c(-74.9752918339126, 40.1032405308469)
"910","12401 WYNDOM RD",0.02,0.03,0.04,0.06,0.1,0.23,0.31,0.41,0.51,0.62,0.23,0.31,0.41,0.51,0.62,"Parkwood Manor","-74.9764636677548","40.1029577818811",c(-74.9764636677548, 40.1029577818811)
"911","12519 MEDFORD RD",0.01,0.02,0.04,0.06,0.08,0.24,0.32,0.42,0.52,0.63,0.24,0.32,0.42,0.52,0.63,"Parkwood Manor","-74.9739057654349","40.0991959658344",c(-74.9739057654349, 40.0991959658344)
"912","12400 TYRONE RD",0.01,0.02,0.03,0.05,0.07,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.975846835595","40.0974971399932",c(-74.975846835595, 40.0974971399932)
"913","3680 FRIAR RD",0.01,0.02,0.03,0.04,0.06,0.22,0.3,0.39,0.49,0.6,0.22,0.3,0.39,0.49,0.6,"Parkwood Manor","-74.965600788274","40.0952937105778",c(-74.965600788274, 40.0952937105778)
"914","12727 MEDFORD RD",0.01,0.02,0.04,0.06,0.08,0.16,0.23,0.31,0.4,0.51,0.16,0.23,0.31,0.4,0.51,"Parkwood Manor","-74.9684926162404","40.1006676647052",c(-74.9684926162404, 40.1006676647052)
"915","3343 MORNING GLORY RD",0.03,0.05,0.07,0.11,0.16,0.14,0.2,0.27,0.36,0.46,0.14,0.2,0.27,0.36,0.46,"Parkwood Manor","-74.9777987952125","40.0964549373698",c(-74.9777987952125, 40.0964549373698)
"916","12122 MEDFORD RD",0.04,0.05,0.08,0.13,0.19,0.18,0.26,0.34,0.44,0.55,0.18,0.26,0.34,0.44,0.55,"Parkwood Manor","-74.9806043381353","40.0967594657025",c(-74.9806043381353, 40.0967594657025)
"917","3601 NANTON TER",0.02,0.02,0.04,0.06,0.09,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.971050296391","40.0915405099604",c(-74.971050296391, 40.0915405099604)
"918","3708 BANDON DR",0.01,0.02,0.04,0.06,0.09,0.29,0.38,0.48,0.58,0.68,0.29,0.38,0.48,0.58,0.68,"Parkwood Manor","-74.9679646132121","40.0935004482596",c(-74.9679646132121, 40.0935004482596)
"919","12712 MEDFORD RD",0.02,0.04,0.06,0.09,0.13,0.14,0.2,0.28,0.37,0.47,0.14,0.2,0.28,0.37,0.47,"Parkwood Manor","-74.9689749505787","40.1011994003442",c(-74.9689749505787, 40.1011994003442)
"920","12710 KENNY RD",0.01,0.02,0.04,0.05,0.08,0.23,0.31,0.41,0.51,0.62,0.23,0.31,0.41,0.51,0.62,"Parkwood Manor","-74.9697540455843","40.1000620955238",c(-74.9697540455843, 40.1000620955238)
"921","3153 BYBERRY RD",0.02,0.03,0.05,0.07,0.11,0.26,0.35,0.45,0.55,0.65,0.26,0.35,0.45,0.55,0.65,"Parkwood Manor","-74.978355293938","40.0997798231548",c(-74.978355293938, 40.0997798231548)
"922","12714 CABELL RD",0.01,0.02,0.03,0.05,0.08,0.18,0.25,0.33,0.43,0.53,0.18,0.25,0.33,0.43,0.53,"Parkwood Manor","-74.9696056825071","40.0992219020559",c(-74.9696056825071, 40.0992219020559)
"923","12105 MEDFORD RD",0.03,0.04,0.06,0.09,0.14,0.23,0.31,0.4,0.51,0.61,0.23,0.31,0.4,0.51,0.61,"Parkwood Manor","-74.9807043755185","40.0960407831158",c(-74.9807043755185, 40.0960407831158)
"924","3048 DERRY RD",0.02,0.03,0.05,0.07,0.11,0.24,0.32,0.42,0.52,0.62,0.24,0.32,0.42,0.52,0.62,"Parkwood Manor","-74.987330741582","40.0932768591695",c(-74.987330741582, 40.0932768591695)
"925","3770 BANDON DR",0.02,0.03,0.04,0.06,0.1,0.21,0.29,0.38,0.48,0.58,0.21,0.29,0.38,0.48,0.58,"Parkwood Manor","-74.9674403900327","40.0919509629243",c(-74.9674403900327, 40.0919509629243)
"926","3743 VADER DR",0.01,0.02,0.04,0.06,0.08,0.28,0.37,0.47,0.57,0.67,0.28,0.37,0.47,0.57,0.67,"Parkwood Manor","-74.9690155965342","40.093586593",c(-74.9690155965342, 40.093586593)
"927","3729 VADER DR",0.02,0.02,0.04,0.06,0.09,0.28,0.37,0.47,0.58,0.67,0.28,0.37,0.47,0.58,0.67,"Parkwood Manor","-74.9694078897084","40.0933340210617",c(-74.9694078897084, 40.0933340210617)
"928","3269 BYBERRY RD",0.01,0.02,0.03,0.05,0.08,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9768824915027","40.0971587127996",c(-74.9768824915027, 40.0971587127996)
"929","12117 THORNTON RD",0.02,0.04,0.06,0.09,0.13,0.25,0.33,0.43,0.54,0.64,0.25,0.33,0.43,0.54,0.64,"Parkwood Manor","-74.9845606653566","40.1002959112091",c(-74.9845606653566, 40.1002959112091)
"930","12019 TYRONE RD",0.03,0.04,0.07,0.1,0.15,0.25,0.34,0.43,0.54,0.64,0.25,0.34,0.43,0.54,0.64,"Parkwood Manor","-74.9794997992927","40.094862396519",c(-74.9794997992927, 40.094862396519)
"931","3322 GURLEY RD",0.01,0.02,0.03,0.05,0.07,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9670742604529","40.0998151774541",c(-74.9670742604529, 40.0998151774541)
"932","12614 KNIGHTS RD",0.03,0.04,0.06,0.09,0.14,0.23,0.31,0.4,0.51,0.61,0.23,0.31,0.4,0.51,0.61,"Parkwood Manor","-74.9651788391985","40.0922428412677",c(-74.9651788391985, 40.0922428412677)
"933","12115 RANIER RD",0.03,0.04,0.07,0.1,0.15,0.24,0.32,0.42,0.52,0.62,0.24,0.32,0.42,0.52,0.62,"Parkwood Manor","-74.9802991355042","40.095347760362",c(-74.9802991355042, 40.095347760362)
"934","12123 BARBARY RD",0.02,0.04,0.06,0.09,0.13,0.14,0.2,0.27,0.36,0.47,0.14,0.2,0.27,0.36,0.47,"Parkwood Manor","-74.9826315758153","40.0980225834235",c(-74.9826315758153, 40.0980225834235)
"935","12450 SWEET BRIAR PL",0.02,0.03,0.05,0.08,0.12,0.24,0.32,0.42,0.52,0.63,0.24,0.32,0.42,0.52,0.63,"Parkwood Manor","-74.9809412521064","40.1031575863167",c(-74.9809412521064, 40.1031575863167)
"936","12604 MEDFORD RD",0.02,0.03,0.04,0.06,0.09,0.23,0.32,0.41,0.52,0.62,0.23,0.32,0.41,0.52,0.62,"Parkwood Manor","-74.9721883310744","40.1006129634381",c(-74.9721883310744, 40.1006129634381)
"937","3201 ATMORE RD",0.02,0.03,0.04,0.06,0.09,0.24,0.32,0.42,0.52,0.63,0.24,0.32,0.42,0.52,0.63,"Parkwood Manor","-74.9694971776567","40.101557037736",c(-74.9694971776567, 40.101557037736)
"938","3604 BANDON DR",0.01,0.02,0.03,0.05,0.08,0.28,0.37,0.48,0.58,0.68,0.28,0.37,0.48,0.58,0.68,"Parkwood Manor","-74.9671653482162","40.0939348801939",c(-74.9671653482162, 40.0939348801939)
"939","3664 FRIAR RD",0.01,0.02,0.03,0.04,0.07,0.16,0.23,0.31,0.4,0.51,0.16,0.23,0.31,0.4,0.51,"Parkwood Manor","-74.9657449060112","40.0948295845761",c(-74.9657449060112, 40.0948295845761)
"940","2930 SECANE DR",0.02,0.03,0.05,0.08,0.12,0.19,0.26,0.35,0.45,0.55,0.19,0.26,0.35,0.45,0.55,"Parkwood Manor","-74.9784664702422","40.1003316277092",c(-74.9784664702422, 40.1003316277092)
"941","3614 ACADEMY RD",0.01,0.02,0.03,0.04,0.06,0.29,0.39,0.49,0.59,0.69,0.29,0.39,0.49,0.59,0.69,"Parkwood Manor","-74.9696493115745","40.0951695537017",c(-74.9696493115745, 40.0951695537017)
"942","3045 COMLY RD",0.02,0.03,0.05,0.07,0.11,0.17,0.24,0.33,0.43,0.53,0.17,0.24,0.33,0.43,0.53,"Parkwood Manor","-74.9877581029363","40.0932239188939",c(-74.9877581029363, 40.0932239188939)
"943","3027 DERRY PL",0.02,0.04,0.06,0.09,0.13,0.18,0.25,0.33,0.43,0.53,0.18,0.25,0.33,0.43,0.53,"Parkwood Manor","-74.9867371657322","40.0940446453488",c(-74.9867371657322, 40.0940446453488)
"944","12479 BARBARY PL",0.03,0.05,0.08,0.12,0.17,0.14,0.19,0.27,0.36,0.46,0.14,0.19,0.27,0.36,0.46,"Parkwood Manor","-74.979991088868","40.1016779749732",c(-74.979991088868, 40.1016779749732)
"945","3300 LESTER RD",0.01,0.02,0.04,0.05,0.08,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9678060409522","40.1006608878193",c(-74.9678060409522, 40.1006608878193)
"946","12126 RAMBLER RD",0.04,0.06,0.1,0.14,0.21,0.18,0.25,0.34,0.44,0.54,0.18,0.25,0.34,0.44,0.54,"Parkwood Manor","-74.981445084194","40.0972131195685",c(-74.981445084194, 40.0972131195685)
"947","12490 SWEET BRIAR RD",0.02,0.03,0.05,0.08,0.12,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.979693176945","40.104082543262",c(-74.979693176945, 40.104082543262)
"948","12603 MEDFORD RD",0.02,0.02,0.04,0.06,0.09,0.23,0.31,0.4,0.51,0.61,0.23,0.31,0.4,0.51,0.61,"Parkwood Manor","-74.9729571414332","40.0997166989441",c(-74.9729571414332, 40.0997166989441)
"949","3200 HOLLY RD",0.02,0.04,0.06,0.09,0.13,0.24,0.32,0.42,0.52,0.62,0.24,0.32,0.42,0.52,0.62,"Parkwood Manor","-74.9823470118083","40.098665946891",c(-74.9823470118083, 40.098665946891)
"950","12468 SWEET BRIAR PL",0.02,0.03,0.05,0.08,0.12,0.24,0.32,0.42,0.52,0.62,0.24,0.32,0.42,0.52,0.62,"Parkwood Manor","-74.9803427657673","40.1034965689894",c(-74.9803427657673, 40.1034965689894)
"951","3730 VADER DR",0.02,0.03,0.04,0.06,0.1,0.21,0.29,0.38,0.48,0.59,0.21,0.29,0.38,0.48,0.59,"Parkwood Manor","-74.9691454280835","40.0929091675664",c(-74.9691454280835, 40.0929091675664)
"952","3126 BIRCH RD",0.03,0.05,0.08,0.12,0.18,0.14,0.2,0.27,0.36,0.47,0.14,0.2,0.27,0.36,0.47,"Parkwood Manor","-74.9847615022448","40.0987377482236",c(-74.9847615022448, 40.0987377482236)
"953","3122 BELGREEN PL",0.02,0.03,0.05,0.07,0.11,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9761167916636","40.1022531466698",c(-74.9761167916636, 40.1022531466698)
"954","11740 BRANDON PL",0.02,0.04,0.06,0.09,0.13,0.24,0.32,0.42,0.52,0.62,0.24,0.32,0.42,0.52,0.62,"Parkwood Manor","-74.9864186090733","40.0941692681279",c(-74.9864186090733, 40.0941692681279)
"955","12416 SWEET BRIAR RD",0.02,0.03,0.05,0.08,0.12,0.18,0.24,0.33,0.43,0.53,0.18,0.24,0.33,0.43,0.53,"Parkwood Manor","-74.979986806345","40.1023604706735",c(-74.979986806345, 40.1023604706735)
"956","3408 ORION RD",0.01,0.02,0.03,0.04,0.07,0.17,0.24,0.33,0.42,0.53,0.17,0.24,0.33,0.42,0.53,"Parkwood Manor","-74.9653601400892","40.099121257339",c(-74.9653601400892, 40.099121257339)
"957","3022 DERRY TER",0.02,0.04,0.05,0.08,0.13,0.24,0.33,0.43,0.53,0.63,0.24,0.33,0.43,0.53,0.63,"Parkwood Manor","-74.9881098203381","40.0939626590495",c(-74.9881098203381, 40.0939626590495)
"958","3114 BYBERRY RD",0.03,0.04,0.07,0.1,0.15,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Parkwood Manor","-74.9792004644455","40.0997943912453",c(-74.9792004644455, 40.0997943912453)
"959","12428 ACADEMY RD",0.01,0.02,0.03,0.04,0.06,0.17,0.23,0.32,0.41,0.52,0.17,0.23,0.32,0.41,0.52,"Parkwood Manor","-74.9742724897395","40.0971226286709",c(-74.9742724897395, 40.0971226286709)
"960","3432 ORION RD",0.01,0.02,0.03,0.04,0.06,0.17,0.24,0.32,0.42,0.53,0.17,0.24,0.32,0.42,0.53,"Parkwood Manor","-74.9658801786504","40.0984178902172",c(-74.9658801786504, 40.0984178902172)
"961","3143 BYBERRY RD",0.02,0.03,0.05,0.08,0.12,0.25,0.34,0.43,0.54,0.64,0.25,0.34,0.43,0.54,0.64,"Parkwood Manor","-74.9786524772491","40.1000334730198",c(-74.9786524772491, 40.1000334730198)
"962","12717 MINDEN RD",0.02,0.03,0.04,0.06,0.09,0.17,0.24,0.33,0.43,0.53,0.17,0.24,0.33,0.43,0.53,"Parkwood Manor","-74.9686728660879","40.1016373942492",c(-74.9686728660879, 40.1016373942492)
"963","12449 SWEET BRIAR RD",0.02,0.03,0.05,0.08,0.11,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9797200509202","40.103551028714",c(-74.9797200509202, 40.103551028714)
"964","11872 BASILE RD",0.03,0.04,0.06,0.1,0.14,0.18,0.25,0.33,0.43,0.54,0.18,0.25,0.33,0.43,0.54,"Parkwood Manor","-74.982385044803","40.0932795504806",c(-74.982385044803, 40.0932795504806)
"965","11744 LANETT RD",0.02,0.03,0.05,0.08,0.12,0.17,0.24,0.33,0.43,0.53,0.17,0.24,0.33,0.43,0.53,"Parkwood Manor","-74.9841149227768","40.0931811492371",c(-74.9841149227768, 40.0931811492371)
"966","12492 SWEET BRIAR RD",0.02,0.03,0.05,0.08,0.12,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9796316637466","40.1041113341449",c(-74.9796316637466, 40.1041113341449)
"967","3315 MORNING GLORY RD",0.02,0.03,0.05,0.07,0.11,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9781226755313","40.0972682960169",c(-74.9781226755313, 40.0972682960169)
"968","3238 BIRCH RD",0.03,0.04,0.06,0.09,0.14,0.23,0.31,0.4,0.51,0.61,0.23,0.31,0.4,0.51,0.61,"Parkwood Manor","-74.982793571649","40.0970931511731",c(-74.982793571649, 40.0970931511731)
"969","12458 BALSTON RD",0.02,0.03,0.04,0.06,0.09,0.24,0.32,0.42,0.52,0.62,0.24,0.32,0.42,0.52,0.62,"Parkwood Manor","-74.9770035278977","40.0991979162544",c(-74.9770035278977, 40.0991979162544)
"970","12927 MEDFORD RD",0.01,0.02,0.03,0.04,0.06,0.28,0.37,0.47,0.57,0.67,0.28,0.37,0.47,0.57,0.67,"Parkwood Manor","-74.9650559150331","40.0955565240658",c(-74.9650559150331, 40.0955565240658)
"971","12616 BISCAYNE DR",0.02,0.02,0.04,0.06,0.09,0.16,0.22,0.3,0.39,0.5,0.16,0.22,0.3,0.39,0.5,"Parkwood Manor","-74.9657362854285","40.0929958407774",c(-74.9657362854285, 40.0929958407774)
"972","12654 KNIGHTS PL",0.02,0.03,0.04,0.06,0.09,0.16,0.22,0.31,0.4,0.5,0.16,0.22,0.31,0.4,0.5,"Parkwood Manor","-74.9640858481849","40.0926524428895",c(-74.9640858481849, 40.0926524428895)
"973","3700 ACADEMY RD",0.02,0.02,0.04,0.06,0.09,0.27,0.36,0.46,0.57,0.67,0.27,0.36,0.46,0.57,0.67,"Parkwood Manor","-74.9673301483085","40.0931394614787",c(-74.9673301483085, 40.0931394614787)
"974","12811 CLIFFE DR",0.01,0.02,0.03,0.05,0.07,0.31,0.4,0.51,0.61,0.7,0.31,0.4,0.51,0.61,0.7,"Parkwood Manor","-74.9614084321996","40.0943638971204",c(-74.9614084321996, 40.0943638971204)
"975","12519 CALPINE RD",0.01,0.02,0.03,0.05,0.07,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9720936390871","40.0983197162005",c(-74.9720936390871, 40.0983197162005)
"976","12600 CALPINE RD",0.01,0.02,0.03,0.05,0.08,0.23,0.31,0.41,0.51,0.62,0.23,0.31,0.41,0.51,0.62,"Parkwood Manor","-74.9719631570727","40.0990601881135",c(-74.9719631570727, 40.0990601881135)
"977","3106 BYBERRY RD",0.03,0.04,0.07,0.1,0.15,0.17,0.23,0.32,0.41,0.52,0.17,0.23,0.32,0.41,0.52,"Parkwood Manor","-74.9796380424763","40.1000150452331",c(-74.9796380424763, 40.1000150452331)
"978","12759 DUNKS FERRY RD",0.02,0.03,0.04,0.07,0.1,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9699565085604","40.1021168449314",c(-74.9699565085604, 40.1021168449314)
"979","3208 BELGREEN RD",0.03,0.04,0.06,0.09,0.14,0.14,0.19,0.27,0.36,0.46,0.14,0.19,0.27,0.36,0.46,"Parkwood Manor","-74.9742096544411","40.1004668875413",c(-74.9742096544411, 40.1004668875413)
"980","3221 COMLY PL",0.02,0.03,0.04,0.07,0.1,0.18,0.25,0.34,0.44,0.54,0.18,0.25,0.34,0.44,0.54,"Parkwood Manor","-74.98459623931","40.0914267506541",c(-74.98459623931, 40.0914267506541)
"981","12409 BALSTON RD",0.01,0.02,0.03,0.05,0.08,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9763027717961","40.0981719401609",c(-74.9763027717961, 40.0981719401609)
"982","3131 BIRCH RD",0.02,0.04,0.05,0.08,0.13,0.24,0.33,0.43,0.53,0.63,0.24,0.33,0.43,0.53,0.63,"Parkwood Manor","-74.9839177444487","40.0987159506653",c(-74.9839177444487, 40.0987159506653)
"983","3151 BYBERRY RD",0.02,0.03,0.05,0.07,0.11,0.25,0.33,0.43,0.54,0.64,0.25,0.33,0.43,0.54,0.64,"Parkwood Manor","-74.9784008095126","40.0998191176744",c(-74.9784008095126, 40.0998191176744)
"984","3614 CANBY DR",0.01,0.02,0.03,0.05,0.07,0.16,0.22,0.31,0.4,0.5,0.16,0.22,0.31,0.4,0.5,"Parkwood Manor","-74.9674657278181","40.0944959206096",c(-74.9674657278181, 40.0944959206096)
"985","12661 DUNKS FERRY RD",0.02,0.03,0.04,0.07,0.1,0.24,0.32,0.42,0.53,0.63,0.24,0.32,0.42,0.53,0.63,"Parkwood Manor","-74.9718528456244","40.1018188471738",c(-74.9718528456244, 40.1018188471738)
"986","11733 COLMAN PL",0.03,0.04,0.07,0.1,0.15,0.23,0.32,0.41,0.52,0.62,0.23,0.32,0.41,0.52,0.62,"Parkwood Manor","-74.9866705807387","40.0948341441152",c(-74.9866705807387, 40.0948341441152)
"987","3210 MORNING GLORY RD",0.03,0.04,0.07,0.1,0.16,0.17,0.24,0.33,0.42,0.53,0.17,0.24,0.33,0.42,0.53,"Parkwood Manor","-74.9796468654558","40.0990973864752",c(-74.9796468654558, 40.0990973864752)
"988","12660 FRIAR PL",0.01,0.02,0.03,0.04,0.06,0.24,0.32,0.42,0.52,0.62,0.24,0.32,0.42,0.52,0.62,"Parkwood Manor","-74.9653128570922","40.0959549692094",c(-74.9653128570922, 40.0959549692094)
"989","12241 BARBARY RD",0.03,0.04,0.07,0.1,0.15,0.22,0.3,0.4,0.5,0.6,0.22,0.3,0.4,0.5,0.6,"Parkwood Manor","-74.9796380802196","40.1003676491095",c(-74.9796380802196, 40.1003676491095)
"990","12837 ELNORA RD",0.01,0.02,0.03,0.04,0.06,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9670597793697","40.0981019053942",c(-74.9670597793697, 40.0981019053942)
"991","12413 MEDFORD RD",0.01,0.02,0.03,0.05,0.08,0.24,0.32,0.42,0.52,0.62,0.24,0.32,0.42,0.52,0.62,"Parkwood Manor","-74.9754211968144","40.0980020257264",c(-74.9754211968144, 40.0980020257264)
"992","12702 ELNORA RD",0.01,0.02,0.03,0.05,0.08,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.968910824431","40.0997295191156",c(-74.968910824431, 40.0997295191156)
"993","12132 BARBARY RD",0.03,0.05,0.08,0.12,0.18,0.19,0.27,0.35,0.45,0.56,0.19,0.27,0.35,0.45,0.56,"Parkwood Manor","-74.9828607241685","40.0986182781797",c(-74.9828607241685, 40.0986182781797)
"994","11875 COLMAN RD",0.04,0.06,0.09,0.14,0.2,0.14,0.2,0.28,0.37,0.47,0.14,0.2,0.28,0.37,0.47,"Parkwood Manor","-74.9850727572241","40.0945900635468",c(-74.9850727572241, 40.0945900635468)
"995","12181 ASTER RD",0.03,0.04,0.06,0.09,0.14,0.23,0.32,0.41,0.52,0.62,0.23,0.32,0.41,0.52,0.62,"Parkwood Manor","-74.9810115992619","40.0989373752242",c(-74.9810115992619, 40.0989373752242)
"996","12740 KENNY RD",0.01,0.02,0.04,0.05,0.08,0.24,0.32,0.42,0.52,0.62,0.24,0.32,0.42,0.52,0.62,"Parkwood Manor","-74.968615662081","40.1004037184404",c(-74.968615662081, 40.1004037184404)
"997","12154 RAMBLER RD",0.03,0.04,0.07,0.1,0.15,0.22,0.3,0.4,0.5,0.61,0.22,0.3,0.4,0.5,0.61,"Parkwood Manor","-74.980841235669","40.0979133114231",c(-74.980841235669, 40.0979133114231)
"998","12133 RAMBLER RD",0.03,0.04,0.06,0.09,0.14,0.22,0.3,0.4,0.5,0.61,0.22,0.3,0.4,0.5,0.61,"Parkwood Manor","-74.9807972456377","40.0970729248432",c(-74.9807972456377, 40.0970729248432)
"999","12417 BALSTON RD",0.02,0.03,0.05,0.08,0.12,0.19,0.26,0.35,0.45,0.56,0.19,0.26,0.35,0.45,0.56,"Parkwood Manor","-74.9763818309547","40.0984208233472",c(-74.9763818309547, 40.0984208233472)
"1000","3509 TETON RD",0.01,0.02,0.03,0.05,0.07,0.17,0.24,0.33,0.43,0.53,0.17,0.24,0.33,0.43,0.53,"Parkwood Manor","-74.9622261454029","40.1005597582744",c(-74.9622261454029, 40.1005597582744)
"1001","11803 COLMAN TER",0.03,0.04,0.06,0.1,0.14,0.24,0.32,0.42,0.52,0.63,0.24,0.32,0.42,0.52,0.63,"Parkwood Manor","-74.9855362524698","40.0952775141015",c(-74.9855362524698, 40.0952775141015)
"1002","12621 RICHTON RD",0.01,0.02,0.03,0.05,0.08,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9717814921542","40.0995101615355",c(-74.9717814921542, 40.0995101615355)
"1003","12835 ELNORA RD",0.01,0.02,0.03,0.04,0.06,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9670249260938","40.0981511990611",c(-74.9670249260938, 40.0981511990611)
"1004","12709 HOLLINS RD",0.01,0.02,0.03,0.04,0.07,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9656416699098","40.0993069708035",c(-74.9656416699098, 40.0993069708035)
"1005","3746 MECHANICSVILLE PL",0.01,0.02,0.03,0.05,0.07,0.28,0.37,0.48,0.58,0.68,0.28,0.37,0.48,0.58,0.68,"Parkwood Manor","-74.9635545206082","40.0941542379928",c(-74.9635545206082, 40.0941542379928)
"1006","12565 DEERRUN PL",0.01,0.02,0.04,0.06,0.08,0.31,0.4,0.51,0.61,0.7,0.31,0.4,0.51,0.61,0.7,"Parkwood Manor","-74.9695456087531","40.0935860272477",c(-74.9695456087531, 40.0935860272477)
"1007","12214 MEDFORD RD",0.04,0.06,0.08,0.13,0.19,0.18,0.25,0.33,0.43,0.54,0.18,0.25,0.33,0.43,0.54,"Parkwood Manor","-74.9792321662188","40.0978722942992",c(-74.9792321662188, 40.0978722942992)
"1008","2919 SECANE DR",0.03,0.05,0.07,0.11,0.17,0.19,0.26,0.35,0.45,0.55,0.19,0.26,0.35,0.45,0.55,"Parkwood Manor","-74.9781119701996","40.1007291631218",c(-74.9781119701996, 40.1007291631218)
"1009","12713 HOLLINS RD",0.01,0.02,0.03,0.04,0.07,0.24,0.32,0.42,0.52,0.62,0.24,0.32,0.42,0.52,0.62,"Parkwood Manor","-74.9655284919666","40.0993740725063",c(-74.9655284919666, 40.0993740725063)
"1010","12124 SWEET BRIAR RD",0.02,0.03,0.05,0.08,0.12,0.17,0.24,0.33,0.42,0.53,0.17,0.24,0.33,0.42,0.53,"Parkwood Manor","-74.9848768323158","40.0995608003199",c(-74.9848768323158, 40.0995608003199)
"1011","3618 BELLAIRE PL",0.01,0.02,0.03,0.05,0.07,0.27,0.36,0.46,0.57,0.67,0.27,0.36,0.46,0.57,0.67,"Parkwood Manor","-74.9703030320183","40.0944442030953",c(-74.9703030320183, 40.0944442030953)
"1012","11737 COLMAN RD",0.03,0.04,0.07,0.1,0.15,0.23,0.32,0.41,0.52,0.62,0.23,0.32,0.41,0.52,0.62,"Parkwood Manor","-74.986770583964","40.094914699256",c(-74.986770583964, 40.094914699256)
"1013","12618 RICHTON RD",0.01,0.02,0.04,0.06,0.09,0.23,0.31,0.41,0.51,0.62,0.23,0.31,0.41,0.51,0.62,"Parkwood Manor","-74.9722414193755","40.0997625073564",c(-74.9722414193755, 40.0997625073564)
"1014","12785 DUNKS FERRY RD",0.03,0.04,0.06,0.09,0.14,0.14,0.2,0.27,0.36,0.46,0.14,0.2,0.27,0.36,0.46,"Parkwood Manor","-74.9689494984488","40.1023273657362",c(-74.9689494984488, 40.1023273657362)
"1015","12804 MCCARTHY CIR",0.02,0.03,0.04,0.07,0.1,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9628311906323","40.0945276386833",c(-74.9628311906323, 40.0945276386833)
"1016","3624 CANBY DR",0.01,0.02,0.03,0.05,0.07,0.16,0.22,0.31,0.4,0.5,0.16,0.22,0.31,0.4,0.5,"Parkwood Manor","-74.9672180184019","40.0942495498176",c(-74.9672180184019, 40.0942495498176)
