"","address","spread1_vacant","spread2_vacant","spread3_vacant","spread4_vacant","spread5_vacant","spread1_permit","spread2_permit","spread3_permit","spread4_permit","spread5_permit","spread1_transfer","spread2_transfer","spread3_transfer","spread4_transfer","spread5_transfer","neighborhood","lat","lon","geometry"
"1321","6314 WHEELER ST",0.05,0.07,0.11,0.16,0.24,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2289054031539","39.9244404643459",c(-75.2289054031539, 39.9244404643459)
"1322","6310 WHEELER ST",0.03,0.05,0.08,0.11,0.17,0.12,0.18,0.25,0.33,0.43,0.12,0.18,0.25,0.33,0.43,"Elmwood","-75.2288277987894","39.9244956290899",c(-75.2288277987894, 39.9244956290899)
"1323","2443 S MILLICK ST",0.05,0.08,0.12,0.17,0.24,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2247350181652","39.9269490147655",c(-75.2247350181652, 39.9269490147655)
"1324","2644 S 68TH ST",0.03,0.05,0.07,0.11,0.17,0.11,0.15,0.22,0.29,0.39,0.11,0.15,0.22,0.29,0.39,"Elmwood","-75.2322372474074","39.917203382761",c(-75.2322372474074, 39.917203382761)
"1325","2817 S SIMPSON ST",0.03,0.05,0.07,0.11,0.16,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.2247299178306","39.9190550846333",c(-75.2247299178306, 39.9190550846333)
"1326","2818 S 64TH ST",0.03,0.04,0.07,0.11,0.16,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.2245282399965","39.9192660427024",c(-75.2245282399965, 39.9192660427024)
"1327","6539 BUIST AVE",0.05,0.08,0.12,0.18,0.26,0.08,0.12,0.18,0.24,0.33,0.08,0.12,0.18,0.24,0.33,"Elmwood","-75.2300388781302","39.9205475512353",c(-75.2300388781302, 39.9205475512353)
"1328","6507 GUYER AVE",0.03,0.05,0.08,0.12,0.18,0.11,0.16,0.23,0.31,0.4,0.11,0.16,0.23,0.31,0.4,"Elmwood","-75.2274323355911","39.9193572744287",c(-75.2274323355911, 39.9193572744287)
"1329","6919 LINDBERGH BLVD",0.05,0.07,0.11,0.16,0.23,0.09,0.13,0.18,0.25,0.34,0.09,0.13,0.18,0.25,0.34,"Elmwood","-75.2295239288423","39.9123121417789",c(-75.2295239288423, 39.9123121417789)
"1330","6824 FINCH PL",0.05,0.07,0.11,0.16,0.23,0.1,0.15,0.21,0.28,0.38,0.1,0.15,0.21,0.28,0.38,"Elmwood","-75.2291569669405","39.9137705978148",c(-75.2291569669405, 39.9137705978148)
"1331","2638 MUHLFELD ST",0.03,0.05,0.08,0.12,0.18,0.14,0.2,0.28,0.37,0.47,0.14,0.2,0.28,0.37,0.47,"Elmwood","-75.2363611600727","39.9144682756006",c(-75.2363611600727, 39.9144682756006)
"1332","2514-16 S EDGEWOOD ST",0.03,0.05,0.08,0.12,0.17,0.12,0.18,0.25,0.33,0.43,0.12,0.18,0.25,0.33,0.43,"Elmwood","-75.2234084380505","39.9260061520043",c(-75.2234084380505, 39.9260061520043)
"1333","6701 GROVERS AVE",0.03,0.05,0.08,0.12,0.17,0.11,0.16,0.23,0.31,0.41,0.11,0.16,0.23,0.31,0.41,"Elmwood","-75.2290215806044","39.9169283566235",c(-75.2290215806044, 39.9169283566235)
"1334","7045 ELMWOOD AVE",0.04,0.06,0.08,0.13,0.19,0.15,0.21,0.29,0.38,0.48,0.15,0.21,0.29,0.38,0.48,"Elmwood","-75.2387800135136","39.9165559325588",c(-75.2387800135136, 39.9165559325588)
"1335","2601 S 71ST ST",0.03,0.05,0.08,0.12,0.18,0.15,0.21,0.29,0.38,0.48,0.15,0.21,0.29,0.38,0.48,"Elmwood","-75.2373089328761","39.9149540993052",c(-75.2373089328761, 39.9149540993052)
"1336","6548 REEDLAND ST",0.11,0.17,0.24,0.34,0.45,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.2317671532428","39.9217554632893",c(-75.2317671532428, 39.9217554632893)
"1337","2645 HOBSON ST",0.05,0.08,0.11,0.17,0.24,0.08,0.12,0.17,0.24,0.33,0.08,0.12,0.17,0.24,0.33,"Elmwood","-75.2313604918986","39.9178001157109",c(-75.2313604918986, 39.9178001157109)
"1338","2435 S EDGEWOOD ST",0.05,0.08,0.12,0.17,0.25,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2243449999008","39.9274522899986",c(-75.2243449999008, 39.9274522899986)
"1339","6408 GUYER AVE",0.03,0.05,0.07,0.11,0.16,0.13,0.18,0.25,0.34,0.44,0.13,0.18,0.25,0.34,0.44,"Elmwood","-75.2260166209655","39.9199696026752",c(-75.2260166209655, 39.9199696026752)
"1340","2414-24 S 72ND ST",0.04,0.06,0.08,0.13,0.19,0.15,0.21,0.29,0.39,0.49,0.15,0.21,0.29,0.39,0.49,"Elmwood","-75.2415998542934","39.9155930545514",c(-75.2415998542934, 39.9155930545514)
"1341","7124 THEODORE ST",0.05,0.08,0.12,0.17,0.25,0.12,0.17,0.24,0.32,0.42,0.12,0.17,0.24,0.32,0.42,"Elmwood","-75.2385955891827","39.9148134506402",c(-75.2385955891827, 39.9148134506402)
"1342","6447 GARMAN ST",0.05,0.08,0.12,0.18,0.26,0.11,0.16,0.23,0.31,0.4,0.11,0.16,0.23,0.31,0.4,"Elmwood","-75.2284506437665","39.9208389739632",c(-75.2284506437665, 39.9208389739632)
"1343","2629 MASSEY ST",0.03,0.05,0.07,0.11,0.16,0.11,0.15,0.21,0.29,0.39,0.11,0.15,0.21,0.29,0.39,"Elmwood","-75.2332690990266","39.916948468487",c(-75.2332690990266, 39.916948468487)
"1344","6400 GLENMORE AVE",0.14,0.2,0.29,0.39,0.5,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Elmwood","-75.230887174062","39.9244368319435",c(-75.230887174062, 39.9244368319435)
"1345","6545 GUYER AVE",0.03,0.05,0.07,0.11,0.17,0.11,0.15,0.21,0.29,0.39,0.11,0.15,0.21,0.29,0.39,"Elmwood","-75.2282410528167","39.9187844613583",c(-75.2282410528167, 39.9187844613583)
"1346","2533 S MILLICK ST",0.05,0.07,0.11,0.17,0.24,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2235639677984","39.9258305925592",c(-75.2235639677984, 39.9258305925592)
"1347","2607 MASSEY ST",0.03,0.04,0.07,0.11,0.16,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.23369046299","39.9173047669522",c(-75.23369046299, 39.9173047669522)
"1348","6508 GUYER AVE",0.03,0.05,0.08,0.12,0.18,0.11,0.15,0.21,0.29,0.39,0.11,0.15,0.21,0.29,0.39,"Elmwood","-75.2272128879419","39.9191063783155",c(-75.2272128879419, 39.9191063783155)
"1349","2651 CARROLL ST",0.05,0.07,0.11,0.16,0.23,0.08,0.12,0.17,0.24,0.33,0.08,0.12,0.17,0.24,0.33,"Elmwood","-75.2323307529812","39.9169581052386",c(-75.2323307529812, 39.9169581052386)
"1350","6140 WHEELER ST",0.04,0.06,0.09,0.14,0.21,0.11,0.15,0.22,0.3,0.39,0.11,0.15,0.22,0.3,0.39,"Elmwood","-75.2265758540006","39.9260389594262",c(-75.2265758540006, 39.9260389594262)
"1351","6848 ELMWOOD AVE",0.06,0.09,0.14,0.21,0.29,0.17,0.23,0.32,0.41,0.52,0.17,0.23,0.32,0.41,0.52,"Elmwood","-75.2355352408029","39.9182512452952",c(-75.2355352408029, 39.9182512452952)
"1352","7004 WHEELER ST",0.03,0.05,0.08,0.12,0.17,0.15,0.21,0.29,0.38,0.48,0.15,0.21,0.29,0.38,0.48,"Elmwood","-75.2384220665084","39.9177304100543",c(-75.2384220665084, 39.9177304100543)
"1353","6329 ELMWOOD AVE",0.03,0.05,0.07,0.11,0.17,0.12,0.17,0.24,0.33,0.43,0.12,0.17,0.24,0.33,0.43,"Elmwood","-75.2286374457891","39.9237082767876",c(-75.2286374457891, 39.9237082767876)
"1354","2639 S FELTON ST",0.04,0.06,0.1,0.14,0.21,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2244768572047","39.9228457381376",c(-75.2244768572047, 39.9228457381376)
"1355","2654 S 70TH ST",0.03,0.05,0.08,0.12,0.18,0.15,0.21,0.29,0.38,0.48,0.15,0.21,0.29,0.38,0.48,"Elmwood","-75.2350636879065","39.9149198658753",c(-75.2350636879065, 39.9149198658753)
"1356","6527 ELMWOOD AVE",0.05,0.08,0.11,0.17,0.24,0.09,0.13,0.19,0.26,0.35,0.09,0.13,0.19,0.26,0.35,"Elmwood","-75.2311644005726","39.9219085716745",c(-75.2311644005726, 39.9219085716745)
"1357","6529 ELMWOOD AVE",0.05,0.07,0.11,0.17,0.24,0.15,0.21,0.29,0.38,0.48,0.15,0.21,0.29,0.38,0.48,"Elmwood","-75.2312092028784","39.9218792499032",c(-75.2312092028784, 39.9218792499032)
"1358","6248 WHEELER ST",0.05,0.07,0.11,0.16,0.23,0.11,0.16,0.22,0.3,0.4,0.11,0.16,0.22,0.3,0.4,"Elmwood","-75.228420825174","39.9248109864539",c(-75.228420825174, 39.9248109864539)
"1359","2610 S 66TH ST",0.04,0.05,0.08,0.13,0.19,0.11,0.15,0.21,0.29,0.39,0.11,0.15,0.21,0.29,0.39,"Elmwood","-75.2300660606782","39.9197165290676",c(-75.2300660606782, 39.9197165290676)
"1360","2653 S 66TH ST",0.05,0.07,0.11,0.16,0.24,0.09,0.13,0.19,0.26,0.35,0.09,0.13,0.19,0.26,0.35,"Elmwood","-75.2287879239388","39.9193268968317",c(-75.2287879239388, 39.9193268968317)
"1361","6933 LINDBERGH BLVD",0.05,0.07,0.11,0.16,0.23,0.09,0.13,0.18,0.25,0.34,0.09,0.13,0.18,0.25,0.34,"Elmwood","-75.2298520883129","39.9120785397997",c(-75.2298520883129, 39.9120785397997)
"1362","2527 HOBSON ST",0.05,0.08,0.12,0.18,0.26,0.08,0.11,0.16,0.23,0.31,0.08,0.11,0.16,0.23,0.31,"Elmwood","-75.2331165555245","39.9192809279287",c(-75.2331165555245, 39.9192809279287)
"1363","6627 GUYER AVE",0.03,0.05,0.08,0.11,0.17,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.229113925169","39.918176891878",c(-75.229113925169, 39.918176891878)
"1364","6923 BUIST AVE",0.03,0.05,0.08,0.12,0.17,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2353725293886","39.9167768698618",c(-75.2353725293886, 39.9167768698618)
"1365","6516 DICKS AVE",0.03,0.05,0.08,0.12,0.18,0.1,0.15,0.21,0.29,0.39,0.1,0.15,0.21,0.29,0.39,"Elmwood","-75.2278176767598","39.9193479134522",c(-75.2278176767598, 39.9193479134522)
"1366","6405 GARMAN ST",0.03,0.05,0.07,0.11,0.17,0.12,0.17,0.24,0.32,0.42,0.12,0.17,0.24,0.32,0.42,"Elmwood","-75.2275633512516","39.921460437982",c(-75.2275633512516, 39.921460437982)
"1367","2637 S 68TH ST",0.05,0.07,0.11,0.16,0.24,0.07,0.1,0.14,0.2,0.27,0.07,0.1,0.14,0.2,0.27,"Elmwood","-75.2319880368528","39.917591487045",c(-75.2319880368528, 39.917591487045)
"1368","2504 S 61ST ST",0.05,0.07,0.11,0.16,0.24,0.1,0.15,0.21,0.28,0.38,0.1,0.15,0.21,0.28,0.38,"Elmwood","-75.2248461217462","39.9257721757105",c(-75.2248461217462, 39.9257721757105)
"1369","7306 ELMWOOD AVE",0.03,0.05,0.07,0.11,0.17,0.14,0.2,0.28,0.37,0.47,0.14,0.2,0.28,0.37,0.47,"Elmwood","-75.2418582726481","39.9138435610189",c(-75.2418582726481, 39.9138435610189)
"1370","6612 DOREL ST",0.03,0.05,0.07,0.11,0.16,0.11,0.15,0.21,0.29,0.39,0.11,0.15,0.21,0.29,0.39,"Elmwood","-75.2281219406363","39.9178235024683",c(-75.2281219406363, 39.9178235024683)
"1371","6621 DOREL ST",0.03,0.05,0.07,0.11,0.17,0.11,0.15,0.21,0.29,0.39,0.11,0.15,0.21,0.29,0.39,"Elmwood","-75.2285622797401","39.9179145072407",c(-75.2285622797401, 39.9179145072407)
"1372","2914 S FELTON ST",0.03,0.04,0.06,0.1,0.15,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.222425851442","39.9211557430735",c(-75.222425851442, 39.9211557430735)
"1373","6420 GLENMORE AVE",0.05,0.08,0.12,0.17,0.25,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2312659076181","39.924171759359",c(-75.2312659076181, 39.924171759359)
"1374","6423 GLENMORE AVE",0.05,0.08,0.12,0.17,0.25,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2314917647813","39.9243030552251",c(-75.2314917647813, 39.9243030552251)
"1375","2613 HOBSON ST",0.05,0.08,0.12,0.17,0.25,0.08,0.12,0.17,0.24,0.33,0.08,0.12,0.17,0.24,0.33,"Elmwood","-75.2319811259531","39.9183254457741",c(-75.2319811259531, 39.9183254457741)
"1376","6436 GLENMORE AVE",0.05,0.08,0.11,0.17,0.24,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2315635214089","39.9239620398084",c(-75.2315635214089, 39.9239620398084)
"1377","2645 MASSEY ST",0.03,0.05,0.07,0.11,0.16,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2329610533272","39.9166892030665",c(-75.2329610533272, 39.9166892030665)
"1378","2610 SYLMAR ST",0.05,0.08,0.11,0.17,0.24,0.08,0.12,0.17,0.24,0.33,0.08,0.12,0.17,0.24,0.33,"Elmwood","-75.2353802642509","39.916009233453",c(-75.2353802642509, 39.916009233453)
"1379","3003 S 68TH ST",0.03,0.05,0.07,0.11,0.16,0.11,0.16,0.23,0.31,0.4,0.11,0.16,0.23,0.31,0.4,"Elmwood","-75.2281476139273","39.9144933303667",c(-75.2281476139273, 39.9144933303667)
"1380","6349 ELMWOOD AVE",0.05,0.07,0.11,0.16,0.24,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2290442532569","39.923419881119",c(-75.2290442532569, 39.923419881119)
"1381","6042 ELMWOOD AVE",0.05,0.08,0.12,0.17,0.25,0.1,0.15,0.21,0.28,0.38,0.1,0.15,0.21,0.28,0.38,"Elmwood","-75.2243367021281","39.9261300635388",c(-75.2243367021281, 39.9261300635388)
"1382","2425 S MILLICK ST",0.05,0.08,0.12,0.17,0.25,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2250587312733","39.9272237764543",c(-75.2250587312733, 39.9272237764543)
"1383","2509 S ROBINSON ST",0.04,0.06,0.1,0.15,0.21,0.09,0.13,0.18,0.25,0.34,0.09,0.13,0.18,0.25,0.34,"Elmwood","-75.2254241328544","39.9252413553332",c(-75.2254241328544, 39.9252413553332)
"1384","6110 WHEELER ST",0.04,0.07,0.1,0.16,0.23,0.11,0.15,0.22,0.3,0.39,0.11,0.15,0.22,0.3,0.39,"Elmwood","-75.2259382562927","39.9264844703238",c(-75.2259382562927, 39.9264844703238)
"1385","2541 S DEWEY ST",0.05,0.07,0.11,0.16,0.23,0.09,0.12,0.18,0.25,0.33,0.09,0.12,0.18,0.25,0.33,"Elmwood","-75.2243313471754","39.9250523212313",c(-75.2243313471754, 39.9250523212313)
"1386","6514 DOREL ST",0.05,0.08,0.12,0.17,0.25,0.08,0.12,0.17,0.24,0.33,0.08,0.12,0.17,0.24,0.33,"Elmwood","-75.2269466579144","39.9186576022414",c(-75.2269466579144, 39.9186576022414)
"1387","6805 GUYER AVE",0.03,0.05,0.07,0.11,0.17,0.11,0.16,0.22,0.3,0.4,0.11,0.16,0.22,0.3,0.4,"Elmwood","-75.2314960307197","39.9165467753565",c(-75.2314960307197, 39.9165467753565)
"1388","6531 GUYER AVE",0.03,0.05,0.08,0.12,0.17,0.11,0.16,0.22,0.3,0.4,0.11,0.16,0.22,0.3,0.4,"Elmwood","-75.2279436612491","39.9189927434293",c(-75.2279436612491, 39.9189927434293)
"1389","6121 ELMWOOD AVE",0.04,0.07,0.1,0.15,0.22,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2255702724437","39.9258569074345",c(-75.2255702724437, 39.9258569074345)
"1390","7235 GRAYS AVE",0.04,0.06,0.09,0.13,0.19,0.15,0.22,0.3,0.39,0.49,0.15,0.22,0.3,0.39,0.49,"Elmwood","-75.2427391066565","39.9159742054898",c(-75.2427391066565, 39.9159742054898)
"1391","6319 GUYER AVE",0.03,0.04,0.07,0.1,0.15,0.12,0.18,0.24,0.33,0.43,0.12,0.18,0.24,0.33,0.43,"Elmwood","-75.2253154395397","39.9208675270236",c(-75.2253154395397, 39.9208675270236)
"1392","6724 DICKS AVE",0.03,0.05,0.08,0.12,0.17,0.11,0.16,0.22,0.3,0.4,0.11,0.16,0.22,0.3,0.4,"Elmwood","-75.2305582731398","39.9174435267947",c(-75.2305582731398, 39.9174435267947)
"1393","2530 S EDGEWOOD ST",0.03,0.05,0.08,0.12,0.17,0.12,0.18,0.25,0.33,0.43,0.12,0.18,0.25,0.33,0.43,"Elmwood","-75.2230197885121","39.9256780208128",c(-75.2230197885121, 39.9256780208128)
"1394","7126 THEODORE ST",0.03,0.05,0.08,0.12,0.18,0.16,0.22,0.3,0.4,0.5,0.16,0.22,0.3,0.4,0.5,"Elmwood","-75.2386376760276","39.9147840008842",c(-75.2386376760276, 39.9147840008842)
"1395","6147 REEDLAND ST",0.04,0.06,0.09,0.14,0.21,0.11,0.15,0.22,0.3,0.39,0.11,0.15,0.22,0.3,0.39,"Elmwood","-75.2265527211881","39.9258259346287",c(-75.2265527211881, 39.9258259346287)
"1396","6608 CORMORANT PL",0.03,0.05,0.07,0.11,0.16,0.13,0.18,0.26,0.34,0.44,0.13,0.18,0.26,0.34,0.44,"Elmwood","-75.2275699511718","39.9174030477673",c(-75.2275699511718, 39.9174030477673)
"1397","6502 ELMWOOD AVE",0.04,0.06,0.09,0.13,0.19,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2303477615967","39.9217575533357",c(-75.2303477615967, 39.9217575533357)
"1398","7143 ELMWOOD AVE",0.03,0.05,0.08,0.12,0.18,0.15,0.21,0.29,0.38,0.48,0.15,0.21,0.29,0.38,0.48,"Elmwood","-75.2403049114709","39.9155036174664",c(-75.2403049114709, 39.9155036174664)
"1399","7127 BUIST AVE",0.03,0.05,0.08,0.12,0.18,0.15,0.21,0.29,0.38,0.48,0.15,0.21,0.29,0.38,0.48,"Elmwood","-75.2384510508743","39.9146245083959",c(-75.2384510508743, 39.9146245083959)
"1400","6648 DICKS AVE",0.05,0.08,0.11,0.17,0.24,0.08,0.12,0.17,0.24,0.33,0.08,0.12,0.17,0.24,0.33,"Elmwood","-75.2297607855732","39.9179948080422",c(-75.2297607855732, 39.9179948080422)
"1401","2542 CARROLL ST",0.04,0.06,0.1,0.15,0.21,0.08,0.12,0.17,0.24,0.33,0.08,0.12,0.17,0.24,0.33,"Elmwood","-75.2341967385124","39.9180479126291",c(-75.2341967385124, 39.9180479126291)
"1402","6224 BUIST AVE",0.04,0.06,0.1,0.15,0.21,0.1,0.15,0.21,0.28,0.37,0.1,0.15,0.21,0.28,0.37,"Elmwood","-75.225626925977","39.9229782030375",c(-75.225626925977, 39.9229782030375)
"1403","6704 HARLEY ST",0.05,0.07,0.11,0.16,0.24,0.09,0.13,0.19,0.26,0.35,0.09,0.13,0.19,0.26,0.35,"Elmwood","-75.2276120917816","39.9158493442345",c(-75.2276120917816, 39.9158493442345)
"1404","2417 S 62ND ST",0.04,0.07,0.1,0.15,0.22,0.11,0.16,0.23,0.31,0.41,0.11,0.16,0.23,0.31,0.41,"Elmwood","-75.2273377080712","39.9258360487525",c(-75.2273377080712, 39.9258360487525)
"1405","2544 CARROLL ST",0.04,0.07,0.1,0.15,0.22,0.08,0.11,0.16,0.22,0.31,0.08,0.11,0.16,0.22,0.31,"Elmwood","-75.2341578969145","39.918015616509",c(-75.2341578969145, 39.918015616509)
"1406","2627 S 67TH ST",0.03,0.05,0.08,0.12,0.18,0.12,0.17,0.23,0.31,0.41,0.12,0.17,0.23,0.31,0.41,"Elmwood","-75.2306437517902","39.918850953315",c(-75.2306437517902, 39.918850953315)
"1407","7034 WHEELER ST",0.05,0.08,0.12,0.18,0.25,0.12,0.17,0.24,0.32,0.42,0.12,0.17,0.24,0.32,0.42,"Elmwood","-75.2390644705604","39.9172831293651",c(-75.2390644705604, 39.9172831293651)
"1408","6944 IBIS PL",0.03,0.05,0.07,0.11,0.16,0.14,0.2,0.28,0.37,0.47,0.14,0.2,0.28,0.37,0.47,"Elmwood","-75.2303759112532","39.9120560304891",c(-75.2303759112532, 39.9120560304891)
"1409","2657 MUHLFELD ST",0.03,0.05,0.08,0.12,0.18,0.22,0.29,0.39,0.49,0.59,0.22,0.29,0.39,0.49,0.59,"Elmwood","-75.2357229145814","39.9143903003356",c(-75.2357229145814, 39.9143903003356)
"1410","2438 S EDGEWOOD ST",0.03,0.05,0.08,0.12,0.18,0.13,0.18,0.25,0.34,0.44,0.13,0.18,0.25,0.34,0.44,"Elmwood","-75.2246272100327","39.9271934773458",c(-75.2246272100327, 39.9271934773458)
"1411","2824 BITTERN PL",0.03,0.05,0.08,0.12,0.17,0.11,0.16,0.23,0.31,0.41,0.11,0.16,0.23,0.31,0.41,"Elmwood","-75.2257777053989","39.916971555091",c(-75.2257777053989, 39.916971555091)
"1412","6232 WHEELER ST",0.04,0.07,0.1,0.15,0.22,0.1,0.15,0.21,0.28,0.38,0.1,0.15,0.21,0.28,0.38,"Elmwood","-75.2281018649954","39.9250359501908",c(-75.2281018649954, 39.9250359501908)
"1413","2552 MASSEY ST",0.03,0.04,0.07,0.1,0.15,0.11,0.15,0.21,0.29,0.39,0.11,0.15,0.21,0.29,0.39,"Elmwood","-75.234520785285","39.9175236743495",c(-75.234520785285, 39.9175236743495)
"1414","3013 DOWITCHER PL",0.03,0.05,0.07,0.11,0.17,0.11,0.16,0.23,0.31,0.4,0.11,0.16,0.23,0.31,0.4,"Elmwood","-75.2264052954424","39.9163975812976",c(-75.2264052954424, 39.9163975812976)
"1415","2807 S 65TH ST",0.03,0.05,0.07,0.11,0.17,0.18,0.25,0.34,0.44,0.54,0.18,0.25,0.34,0.44,0.54,"Elmwood","-75.225383630046","39.9185725487462",c(-75.225383630046, 39.9185725487462)
"1416","6740 GUYER AVE",0.03,0.05,0.08,0.12,0.17,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2304677615372","39.9168474491887",c(-75.2304677615372, 39.9168474491887)
"1417","6332 THEODORE ST",0.04,0.06,0.1,0.15,0.21,0.09,0.13,0.19,0.26,0.35,0.09,0.13,0.19,0.26,0.35,"Elmwood","-75.2273443739923","39.9226668926079",c(-75.2273443739923, 39.9226668926079)
"1418","6518 GRAYS AVE",0.03,0.05,0.07,0.11,0.17,0.11,0.15,0.21,0.29,0.39,0.11,0.15,0.21,0.29,0.39,"Elmwood","-75.2320575904449","39.9228850040156",c(-75.2320575904449, 39.9228850040156)
"1419","6016 BUIST AVE",0.05,0.07,0.11,0.16,0.23,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2222582525594","39.9248204652308",c(-75.2222582525594, 39.9248204652308)
"1420","2652 S DEWEY ST",0.05,0.07,0.11,0.16,0.23,0.1,0.15,0.21,0.28,0.37,0.1,0.15,0.21,0.28,0.37,"Elmwood","-75.2229873035782","39.9234752726633",c(-75.2229873035782, 39.9234752726633)
"1421","7108 GRAYS AVE",0.06,0.09,0.13,0.19,0.27,0.11,0.16,0.22,0.3,0.39,0.11,0.16,0.22,0.3,0.39,"Elmwood","-75.2405213745267","39.9168975696804",c(-75.2405213745267, 39.9168975696804)
"1422","6305 BUIST AVE",0.03,0.04,0.07,0.1,0.15,0.13,0.18,0.25,0.33,0.43,0.13,0.18,0.25,0.33,0.43,"Elmwood","-75.2266735049177","39.9229025900938",c(-75.2266735049177, 39.9229025900938)
"1423","2406 S EDGEWOOD ST",0.03,0.05,0.08,0.12,0.18,0.13,0.18,0.25,0.34,0.44,0.13,0.18,0.25,0.34,0.44,"Elmwood","-75.2252052769146","39.9276830849481",c(-75.2252052769146, 39.9276830849481)
"1424","7219 THEODORE ST",0.05,0.07,0.11,0.16,0.23,0.12,0.17,0.24,0.32,0.42,0.12,0.17,0.24,0.32,0.42,"Elmwood","-75.2401483093718","39.9141300923613",c(-75.2401483093718, 39.9141300923613)
"1425","7100 THEODORE ST",0.03,0.05,0.08,0.12,0.18,0.15,0.21,0.28,0.37,0.48,0.15,0.21,0.28,0.37,0.48,"Elmwood","-75.2380853615337","39.9151743634882",c(-75.2380853615337, 39.9151743634882)
"1426","6811 FINCH PL",0.05,0.07,0.11,0.16,0.23,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2291582323029","39.9142985084046",c(-75.2291582323029, 39.9142985084046)
"1427","6537 GUYER AVE",0.05,0.07,0.11,0.16,0.24,0.08,0.12,0.17,0.24,0.33,0.08,0.12,0.17,0.24,0.33,"Elmwood","-75.2280696686885","39.9189050890708",c(-75.2280696686885, 39.9189050890708)
"1428","6311 GRAYS AVE",0.05,0.08,0.12,0.17,0.25,0.11,0.15,0.22,0.3,0.39,0.11,0.15,0.22,0.3,0.39,"Elmwood","-75.2296997962053","39.9251155108425",c(-75.2296997962053, 39.9251155108425)
"1429","2528 S MILLICK ST",0.05,0.08,0.12,0.17,0.24,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2238760909921","39.9257308545154",c(-75.2238760909921, 39.9257308545154)
"1430","6741 GUYER AVE",0.03,0.05,0.08,0.12,0.17,0.11,0.15,0.21,0.29,0.39,0.11,0.15,0.21,0.29,0.39,"Elmwood","-75.2307328606726","39.9170709363167",c(-75.2307328606726, 39.9170709363167)
"1431","6734 DOREL ST",0.03,0.05,0.08,0.12,0.18,0.1,0.15,0.21,0.29,0.39,0.1,0.15,0.21,0.29,0.39,"Elmwood","-75.2299048863749","39.9165802110055",c(-75.2299048863749, 39.9165802110055)
"1432","2630 MUHLFELD ST",0.05,0.08,0.12,0.17,0.25,0.12,0.17,0.24,0.32,0.42,0.12,0.17,0.24,0.32,0.42,"Elmwood","-75.2365207664352","39.914601036907",c(-75.2365207664352, 39.914601036907)
"1433","2600 S 70TH ST",0.03,0.05,0.08,0.12,0.18,0.15,0.21,0.29,0.38,0.49,0.15,0.21,0.29,0.38,0.49,"Elmwood","-75.236114028724","39.9158060767045",c(-75.236114028724, 39.9158060767045)
"1434","6862 GUYER AVE",0.03,0.05,0.07,0.11,0.16,0.11,0.16,0.22,0.3,0.4,0.11,0.16,0.22,0.3,0.4,"Elmwood","-75.2324451279771","39.9154670228915",c(-75.2324451279771, 39.9154670228915)
"1435","6734 HARLEY ST",0.05,0.07,0.11,0.16,0.23,0.09,0.13,0.19,0.26,0.35,0.09,0.13,0.19,0.26,0.35,"Elmwood","-75.2285286205792","39.9153564156119",c(-75.2285286205792, 39.9153564156119)
